Ensembl;Gene symbol;Name;Biotype;Chromosome;Seq region start;Seq region end
ENSG00000212279;;"Small nucleolar RNA SNORD77 [Source:RFAM;Acc:RF00591]";Sno R N A;15;74490959;74491028
ENSG00000170270;GON7;"GON7, KEOPS complex subunit homolog [Source:HGNC Symbol;Acc:HGNC:20356]";Protein Coding;14;93202894;93207094
ENSG00000169919;GUSB;"glucuronidase beta [Source:HGNC Symbol;Acc:HGNC:4696]";Protein Coding;7;65960684;65982314
ENSG00000236296;GUSBP5;"glucuronidase, beta pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42319]";Transcribed Processed Pseudogene;4;143559472;143649305
ENSG00000224458;GUSBP6;"glucuronidase, beta pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:42320]";Transcribed Unprocessed Pseudogene;7;64100305;64150721
ENSG00000227762;GUSBP8;"glucuronidase, beta pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42322]";Unprocessed Pseudogene;5;99532628;99534611
ENSG00000212553;;"Small nucleolar RNA SNORD116 [Source:RFAM;Acc:RF00108]";Sno R N A;13;39857135;39857227
ENSG00000215630;GUSBP9;"glucuronidase, beta pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:42323]";Unprocessed Pseudogene;5;71197646;71208130
ENSG00000224723;GUSBP10;"glucuronidase, beta pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42324]";Unprocessed Pseudogene;7;57177409;57180052
ENSG00000252824;;"Small nucleolar RNA SNORA48 [Source:RFAM;Acc:RF00554]";Sno R N A;7;102194076;102194164
ENSG00000279336;;;Pseudogene;9;34201273;34201515
ENSG00000222001;;;Processed Transcript;2;233012614;233015885
ENSG00000133136;GNG5P2;"G protein subunit gamma 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:24826]";Processed Pseudogene;X;110346703;110346909
ENSG00000228315;GUSBP11;"glucuronidase, beta pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:42325]";Processed Transcript;22;23638487;23717356
ENSG00000230177;;;Antisense;6;111277932;111278742
ENSG00000271499;;;Processed Pseudogene;19;19750618;19752544
ENSG00000273345;;;Processed Transcript;5;134205614;134371044
ENSG00000278687;;;Processed Pseudogene;12;28978584;28978685
ENSG00000259083;;;Antisense;14;39174885;39175880
ENSG00000199291;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;14;31258608;31258709
ENSG00000223410;;;Linc R N A;20;40121041;40126357
ENSG00000267559;;;Linc R N A;9;81930226;81977089
ENSG00000234932;;;Processed Pseudogene;2;152850653;152850824
ENSG00000262160;;;Antisense;16;68225969;68229145
ENSG00000254686;;;Linc R N A;11;35656694;35661339
ENSG00000265188;;;Processed Pseudogene;18;5240255;5241167
ENSG00000277704;;;Processed Pseudogene;1;242890247;242890803
ENSG00000056998;GYG2;"glycogenin 2 [Source:HGNC Symbol;Acc:HGNC:4700]";Protein Coding;X;2828788;2882818
ENSG00000235483;GYG2-AS1;"GYG2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40270]";Antisense;X;2852740;2853760
ENSG00000206159;GYG2P1;"glycogenin 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4701]";Transcribed Unprocessed Pseudogene;Y;12354416;12420456
ENSG00000136732;GYPC;"glycophorin C (Gerbich blood group) [Source:HGNC Symbol;Acc:HGNC:4704]";Protein Coding;2;126655933;126696675
ENSG00000238097;;;Linc R N A;3;194247648;194257772
ENSG00000197465;GYPE;"glycophorin E (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4705]";Protein Coding;4;143870867;143905563
ENSG00000254973;;;Linc R N A;8;143758153;143771822
ENSG00000145649;GZMA;"granzyme A [Source:HGNC Symbol;Acc:HGNC:4708]";Protein Coding;5;55102648;55110252
ENSG00000100453;GZMB;"granzyme B [Source:HGNC Symbol;Acc:HGNC:4709]";Protein Coding;14;24630954;24634267
ENSG00000100450;GZMH;"granzyme H [Source:HGNC Symbol;Acc:HGNC:4710]";Protein Coding;14;24606480;24609699
ENSG00000276951;;;Processed Pseudogene;11;3289311;3289642
ENSG00000220643;;;Processed Pseudogene;6;34686602;34687106
ENSG00000249593;;;Antisense;5;139012647;139051203
ENSG00000253832;;;Linc R N A;8;24992002;25009777
ENSG00000113088;GZMK;"granzyme K [Source:HGNC Symbol;Acc:HGNC:4711]";Protein Coding;5;55024253;55034570
ENSG00000115226;FNDC4;"fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20239]";Protein Coding;2;27491883;27495245
ENSG00000189060;H1F0;"H1 histone family member 0 [Source:HGNC Symbol;Acc:HGNC:4714]";Protein Coding;22;37805093;37807436
ENSG00000184897;H1FX;"H1 histone family member X [Source:HGNC Symbol;Acc:HGNC:4722]";Protein Coding;3;129314771;129316277
ENSG00000281676;;;Protein Coding;2;120290710;120291049
ENSG00000261451;;;Sense Overlapping;8;10433672;10438312
ENSG00000201003;;"Small nucleolar RNA SNORA58 [Source:RFAM;Acc:RF00418]";Sno R N A;1;53771018;53771153
ENSG00000278482;;"ST7 overlapping transcript 3 conserved region 3 [Source:RFAM;Acc:RF02185]";Misc R N A;7;117191647;117191761
ENSG00000201668;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;18;49871555;49871666
ENSG00000213440;H2AFZP1;"H2A histone family member Z pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4742]";Processed Pseudogene;21;44046347;44047041
ENSG00000236386;;;Processed Pseudogene;7;131893822;131894074
ENSG00000218502;H2AFZP3;"H2A histone family member Z pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38013]";Processed Pseudogene;13;99215372;99215758
ENSG00000119686;FLVCR2;"feline leukemia virus subgroup C cellular receptor family member 2 [Source:HGNC Symbol;Acc:HGNC:20105]";Protein Coding;14;75578617;75663214
ENSG00000255329;H2AFZP4;"H2A histone family member Z pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38015]";Processed Pseudogene;11;70278921;70279297
ENSG00000234612;H2AFZP5;"H2A histone family member Z pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:38018]";Processed Pseudogene;10;77953495;77953876
ENSG00000233733;H2AFZP6;"H2A histone family member Z pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:38019]";Processed Pseudogene;22;31521199;31521592
ENSG00000163041;H3F3A;"H3 histone, family 3A [Source:HGNC Symbol;Acc:HGNC:4764]";Protein Coding;1;226061851;226072001
ENSG00000201549;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;12;7784403;7784511
ENSG00000132475;H3F3B;"H3 histone, family 3B [Source:HGNC Symbol;Acc:HGNC:4765]";Protein Coding;17;75776434;75785893
ENSG00000254662;;;Antisense;11;57325603;57327958
ENSG00000253907;;;Processed Pseudogene;8;28238430;28238905
ENSG00000222604;;"Small nucleolar RNA SNORA7 [Source:RFAM;Acc:RF00409]";Sno R N A;14;74711936;74712045
ENSG00000265541;H3F3BP2;"H3 histone, family 3B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42979]";Unprocessed Pseudogene;17;28416922;28417492
ENSG00000049239;H6PD;"hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]";Protein Coding;1;9234775;9271337
ENSG00000272384;;;Linc R N A;8;122779971;122780830
ENSG00000130600;H19;"H19, imprinted maternally expressed transcript (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:4713]";Processed Transcript;11;1995163;2001470
ENSG00000224548;;;Processed Pseudogene;X;127796124;127796733
ENSG00000259577;;;Linc R N A;15;52180093;52205874
ENSG00000202407;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;X;106426568;106426669
ENSG00000214019;;;Processed Pseudogene;X;44029332;44030921
ENSG00000162882;HAAO;"3-hydroxyanthranilate 3,4-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4796]";Protein Coding;2;42767089;42792593
ENSG00000148702;HABP2;"hyaluronan binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4798]";Protein Coding;10;113550837;113589602
ENSG00000188921;HACD4;"3-hydroxyacyl-CoA dehydratase 4 [Source:HGNC Symbol;Acc:HGNC:20920]";Protein Coding;9;20999515;21031636
ENSG00000252695;MIR2276;"microRNA 2276 [Source:HGNC Symbol;Acc:HGNC:37313]";Mi R N A;13;24162416;24162504
ENSG00000280264;;;Protein Coding;16;72496967;72497341
ENSG00000226541;;;Processed Pseudogene;6;46438310;46438619
ENSG00000202309;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;2;39128826;39128927
ENSG00000268678;;;Antisense;19;57350848;57352012
ENSG00000174567;GOLT1A;"golgi transport 1A [Source:HGNC Symbol;Acc:HGNC:24766]";Protein Coding;1;204198160;204214092
ENSG00000084754;HADHA;"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit [Source:HGNC Symbol;Acc:HGNC:4801]";Protein Coding;2;26190635;26244726
ENSG00000251596;HADHAP1;"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4802]";Processed Pseudogene;4;165404067;165406350
ENSG00000207100;;"Small nucleolar RNA SNORA8 [Source:RFAM;Acc:RF00393]";Sno R N A;X;133152754;133152892
ENSG00000138029;HADHB;"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit [Source:HGNC Symbol;Acc:HGNC:4803]";Protein Coding;2;26243170;26290468
ENSG00000256346;;;Processed Pseudogene;12;14169746;14169877
ENSG00000063854;HAGH;"hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:HGNC:4805]";Protein Coding;16;1795620;1827194
ENSG00000084110;HAL;"histidine ammonia-lyase [Source:HGNC Symbol;Acc:HGNC:4806]";Protein Coding;12;95972662;95996365
ENSG00000113196;HAND1;"heart and neural crest derivatives expressed 1 [Source:HGNC Symbol;Acc:HGNC:4807]";Protein Coding;5;154474972;154478264
ENSG00000275239;;;Linc R N A;9;41657708;41699072
ENSG00000279925;;;T E C;12;110744549;110746206
ENSG00000200436;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;X;112661657;112661768
ENSG00000164107;HAND2;"heart and neural crest derivatives expressed 2 [Source:HGNC Symbol;Acc:HGNC:4808]";Protein Coding;4;173524969;173530229
ENSG00000101323;HAO1;"hydroxyacid oxidase 1 [Source:HGNC Symbol;Acc:HGNC:4809]";Protein Coding;20;7882981;7940474
ENSG00000252236;;"Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]";Sno R N A;1;156192063;156192203
ENSG00000239040;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;4;55412636;55412738
ENSG00000274617;;"RFPL3 antisense RNA 1 conserved region 1 [Source:RFAM;Acc:RF02171]";Misc R N A;22;32362972;32363059
ENSG00000200888;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;17;45071442;45071543
ENSG00000116882;HAO2;"hydroxyacid oxidase 2 [Source:HGNC Symbol;Acc:HGNC:4810]";Protein Coding;1;119368779;119394130
ENSG00000253384;;;Processed Pseudogene;8;18088569;18089687
ENSG00000280316;;;Protein Coding;1;156597173;156599410
ENSG00000230921;HAO2-IT1;"HAO2 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41342]";Sense Intronic;1;119368946;119370331
ENSG00000173805;HAP1;"huntingtin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4812]";Protein Coding;17;41717742;41734644
ENSG00000170445;HARS;"histidyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:4816]";Protein Coding;5;140673173;140692024
ENSG00000112855;HARS2;"histidyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:4817]";Protein Coding;5;140691426;140699291
ENSG00000234308;;;Linc R N A;2;212795331;212819264
ENSG00000249692;;;Processed Pseudogene;4;154770568;154770916
ENSG00000273855;;;Sense Intronic;15;40285468;40285909
ENSG00000273295;;;Linc R N A;22;23901432;23907068
ENSG00000250994;;;Linc R N A;5;134436711;134492519
ENSG00000244234;GMCL1P1;"germ cell-less, spermatogenesis associated 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19717]";Processed Pseudogene;5;178185719;178187299
ENSG00000224194;;;Antisense;2;15668684;15680484
ENSG00000231977;;;Linc R N A;20;63166797;63180903
ENSG00000105509;HAS1;"hyaluronan synthase 1 [Source:HGNC Symbol;Acc:HGNC:4818]";Protein Coding;19;51713112;51723994
ENSG00000170961;HAS2;"hyaluronan synthase 2 [Source:HGNC Symbol;Acc:HGNC:4819]";Protein Coding;8;121612116;121641390
ENSG00000269275;;;Antisense;19;55377579;55378125
ENSG00000251296;;;Processed Pseudogene;4;10167159;10167765
ENSG00000227154;;;Unprocessed Pseudogene;6;35443044;35449866
ENSG00000103044;HAS3;"hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820]";Protein Coding;16;69105564;69118719
ENSG00000224656;;;Processed Pseudogene;X;47718002;47719099
ENSG00000276800;;"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]";Misc R N A;22;21463963;21464279
ENSG00000128708;HAT1;"histone acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4821]";Protein Coding;2;171922448;171983682
ENSG00000234111;;;Linc R N A;4;157572490;157576154
ENSG00000227344;HAUS6P1;"HAUS augmin like complex subunit 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43764]";Processed Pseudogene;7;53187388;53188938
ENSG00000236121;HAUS6P2;"HAUS augmin like complex subunit 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43765]";Processed Pseudogene;20;31341371;31344471
ENSG00000257300;HAUS8P1;"HAUS augmin like complex subunit 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43766]";Processed Pseudogene;12;114097682;114098223
ENSG00000206172;HBA1;"hemoglobin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4823]";Protein Coding;16;176680;177522
ENSG00000188536;HBA2;"hemoglobin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4824]";Protein Coding;16;172847;173710
ENSG00000279286;;;T E C;14;91572444;91575271
ENSG00000275871;;;Linc R N A;5;149425771;149428289
ENSG00000247763;;;Processed Pseudogene;5;43231812;43233173
ENSG00000258904;;;Sense Intronic;14;100263781;100265405
ENSG00000244734;HBB;"hemoglobin subunit beta [Source:HGNC Symbol;Acc:HGNC:4827]";Protein Coding;11;5225464;5229395
ENSG00000203531;;;Processed Pseudogene;2;222698623;222699484
ENSG00000274893;;;Linc R N A;9;66014525;66020816
ENSG00000229988;HBBP1;"hemoglobin subunit beta pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4828]";Transcribed Unprocessed Pseudogene;11;5241954;5243537
ENSG00000273591;;"7SK RNA [Source:RFAM;Acc:RF00100]";Misc R N A;1;149290513;149290762
ENSG00000213934;HBG1;"hemoglobin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:4831]";Protein Coding;11;5248083;5249892
ENSG00000272025;;"Small nucleolar RNA SNORA74 [Source:RFAM;Acc:RF00090]";Sno R N A;2;65158662;65158860
ENSG00000228935;;;Processed Pseudogene;20;22960534;22966063
ENSG00000196565;HBG2;"hemoglobin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:4832]";Protein Coding;11;5248274;5645789
ENSG00000270367;;;Processed Pseudogene;3;39285985;39287920
ENSG00000206177;HBM;"hemoglobin subunit mu [Source:HGNC Symbol;Acc:HGNC:4826]";Protein Coding;16;153892;166768
ENSG00000269901;;;Antisense;16;87362536;87367476
ENSG00000278834;;;Antisense;17;40648300;40649718
ENSG00000244184;;;Antisense;17;4704230;4705529
ENSG00000223975;;;Linc R N A;21;43465309;43467298
ENSG00000086506;HBQ1;"hemoglobin subunit theta 1 [Source:HGNC Symbol;Acc:HGNC:4833]";Protein Coding;16;180453;181181
ENSG00000279490;;;T E C;16;17082295;17085049
ENSG00000112339;HBS1L;"HBS1 like translational GTPase [Source:HGNC Symbol;Acc:HGNC:4834]";Protein Coding;6;134960378;135103056
ENSG00000233263;;;Processed Pseudogene;7;131892616;131893615
ENSG00000196917;HCAR1;"hydroxycarboxylic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4532]";Protein Coding;12;122726076;122730843
ENSG00000235802;HCFC1-AS1;"HCFC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40273]";Antisense;X;153969325;153970087
ENSG00000233055;;;Processed Pseudogene;9;101501643;101501885
ENSG00000258772;;;Linc R N A;14;20916766;20928580
ENSG00000176998;HCG4;"HLA complex group 4 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:21241]";Unprocessed Pseudogene;6;29791753;29792750
ENSG00000264116;;;Antisense;18;75407012;75419040
ENSG00000283398;;;Processed Transcript;7;76960571;76978658
ENSG00000204625;HCG9;"HLA complex group 9 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:21243]";Linc R N A;6;29975112;29978410
ENSG00000228022;HCG20;"HLA complex group 20 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:31334]";Linc R N A;6;30766825;30792250
ENSG00000234986;;;Linc R N A;6;170695313;170696950
ENSG00000233529;HCG21;"HLA complex group 21 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:31335]";Antisense;6;30945979;30954862
ENSG00000228962;HCG23;"HLA complex group 23 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:19713]";Antisense;6;32390510;32393686
ENSG00000204671;IL31;"interleukin 31 [Source:HGNC Symbol;Acc:HGNC:19372]";Protein Coding;12;122172030;122174199
ENSG00000101336;HCK;"HCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4840]";Protein Coding;20;32052188;32101856
ENSG00000233765;;;Unprocessed Pseudogene;9;66253424;66254464
ENSG00000250207;;;Unprocessed Pseudogene;2;129992602;129993105
ENSG00000278239;;;Linc R N A;19;41833686;41835950
ENSG00000180353;HCLS1;"hematopoietic cell-specific Lyn substrate 1 [Source:HGNC Symbol;Acc:HGNC:4844]";Protein Coding;3;121631399;121660927
ENSG00000265205;;;Antisense;17;28670054;28672804
ENSG00000164588;HCN1;"hyperpolarization activated cyclic nucleotide gated potassium channel 1 [Source:HGNC Symbol;Acc:HGNC:4845]";Protein Coding;5;45254950;45696498
ENSG00000235499;;;Linc R N A;2;73985132;73986343
ENSG00000099822;HCN2;"hyperpolarization activated cyclic nucleotide gated potassium channel 2 [Source:HGNC Symbol;Acc:HGNC:4846]";Protein Coding;19;589893;617159
ENSG00000248616;;;Processed Pseudogene;5;136857628;136858342
ENSG00000196591;HDAC2;"histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]";Protein Coding;6;113933028;114011308
ENSG00000249706;;;Sense Intronic;4;53899871;53916835
ENSG00000259556;;;Unprocessed Pseudogene;15;51919073;51930627
ENSG00000244502;HDAC11-AS1;"HDAC11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40868]";Antisense;3;13476982;13480053
ENSG00000229037;;;Processed Pseudogene;X;53807776;53808623
ENSG00000068097;HEATR6;"HEAT repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:24076]";Protein Coding;17;60043194;60078931
ENSG00000207161;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;2;147472133;147472243
ENSG00000279287;;;Protein Coding;Y;24196425;24206144
ENSG00000240861;;;Processed Pseudogene;16;74552251;74552746
ENSG00000278311;GGNBP2;"gametogenetin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19357]";Protein Coding;17;36544888;36589848
ENSG00000278040;;"TUC338 [Source:RFAM;Acc:RF02271]";Misc R N A;9;75016681;75016848
ENSG00000201277;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;5;173254190;173254290
ENSG00000213068;;;Processed Pseudogene;1;167162423;167162837
ENSG00000253423;;;Processed Pseudogene;8;83200952;83202431
ENSG00000173064;HECTD4;"HECT domain E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:26611]";Protein Coding;12;112160188;112382439
ENSG00000207217;;"Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]";Sno R N A;7;6016877;6017011
ENSG00000254690;;;Antisense;8;144314590;144315138
ENSG00000226433;;;Antisense;21;33156632;33159110
ENSG00000252170;;"Small nucleolar RNA SNORD112 [Source:RFAM;Acc:RF01169]";Sno R N A;X;129518576;129518647
ENSG00000281344;HELLPAR;"HELLP associated long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:43984]";Macro Lnc R N A;12;102197585;102402596
ENSG00000181333;HEPHL1;"hephaestin like 1 [Source:HGNC Symbol;Acc:HGNC:30477]";Protein Coding;11;94021361;94113751
ENSG00000230970;HHATL-AS1;"HHATL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42439]";Antisense;3;42702653;42706776
ENSG00000248929;HIGD1AP3;"HIG1 hypoxia inducible domain family member 1A pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42998]";Processed Pseudogene;5;174632932;174633209
ENSG00000221332;;"Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]";Sno R N A;6;75398860;75399067
ENSG00000278413;;"TUC338 [Source:RFAM;Acc:RF02271]";Misc R N A;13;26359529;26359702
ENSG00000207091;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;15;34314728;34314828
ENSG00000255254;HIGD1AP5;"HIG1 hypoxia inducible domain family member 1A pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42999]";Processed Pseudogene;11;18106583;18106841
ENSG00000237303;HIGD1AP8;"HIG1 hypoxia inducible domain family member 1A pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:43003]";Processed Pseudogene;12;11481383;11481656
ENSG00000258104;HIGD1AP9;"HIG1 hypoxia inducible domain family member 1A pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:43004]";Processed Pseudogene;12;49619334;49619612
ENSG00000254455;HIGD1AP10;"HIG1 hypoxia inducible domain family member 1A pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:43005]";Processed Pseudogene;11;65145691;65145972
ENSG00000227644;HIGD1AP11;"HIG1 hypoxia inducible domain family member 1A pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:43006]";Processed Pseudogene;1;53073110;53073389
ENSG00000236012;HIGD1AP12;"HIG1 hypoxia inducible domain family member 1A pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:43007]";Processed Pseudogene;1;111380291;111380571
ENSG00000170011;MYRIP;"myosin VIIA and Rab interacting protein [Source:HGNC Symbol;Acc:HGNC:19156]";Protein Coding;3;39808914;40260321
ENSG00000276225;;"Maternally expressed 8 exon 1 [Source:RFAM;Acc:RF02145]";Misc R N A;14;100894817;100894913
ENSG00000263396;;;Processed Pseudogene;18;1357651;1357942
ENSG00000251019;HIGD1AP13;"HIG1 hypoxia inducible domain family member 1A pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:43008]";Processed Pseudogene;4;78648954;78649242
